1 0 0
0.964602 0.0505527 0
0.861281 0.0905243 0
0.698401 0.110616 0
0.489074 0.103956 0
0.25 0.0669873 0
5.82354e-17 1.89218e-17 0
-0.241628 -0.0927525 0
-0.456773 -0.203368 0
-0.630037 -0.32102 0
-0.75 -0.433013 0
-0.810094 -0.526081 0
-0.809017 -0.587785 0
-0.750665 -0.607877 0
-0.643582 -0.579484 0
-0.5 -0.5 0
-0.334565 -0.371572 0
-0.16288 -0.20114 0
-1.07974e-16 -1.48614e-16 0
0.140963 0.217064 0
0.25 0.433013 0
0.32102 0.630037 0
0.352244 0.791154 0
0.346157 0.901769 0
0.309017 0.951057 0
0.25 0.933013 0
0.180057 0.847101 0
0.110616 0.698401 0
0.0522642 0.497261 0
0.0135455 0.258464 0
3.38329e-31 1.19434e-15 0
0.0135455 -0.258464 0
0.0522642 -0.497261 0
0.110616 -0.698401 0
0.180057 -0.847101 0
0.25 -0.933013 0
0.309017 -0.951057 0
0.346157 -0.901769 0
0.352244 -0.791154 0
0.32102 -0.630037 0
0.25 -0.433013 0
0.140963 -0.217064 0
2.5194e-16 -3.46766e-16 0
-0.16288 0.20114 0
-0.334565 0.371572 0
-0.5 0.5 0
-0.643582 0.579484 0
-0.750665 0.607877 0
-0.809017 0.587785 0
-0.810094 0.526081 0
-0.75 0.433013 0
-0.630037 0.32102 0
-0.456773 0.203368 0
-0.241628 0.0927525 0
-5.24119e-16 1.70297e-16 0
0.25 -0.0669873 0
0.489074 -0.103956 0
0.698401 -0.110616 0
0.861281 -0.0905243 0
0.964602 -0.0505527 0
1 -5.66554e-16 0
0.964602 0.0505527 0
0.861281 0.0905243 0
0.698401 0.110616 0
0.489074 0.103956 0
0.25 0.0669873 0
2.33001e-15 7.57065e-16 0
-0.241628 -0.0927525 0
-0.456773 -0.203368 0
-0.630037 -0.32102 0
-0.75 -0.433013 0
-0.810094 -0.526081 0
-0.809017 -0.587785 0
-0.750665 -0.607877 0
-0.643582 -0.579484 0
-0.5 -0.5 0
-0.334565 -0.371572 0
-0.16288 -0.20114 0
5.76227e-16 7.93109e-16 0
0.140963 0.217064 0
0.25 0.433013 0
0.32102 0.630037 0
0.352244 0.791154 0
0.346157 0.901769 0
0.309017 0.951057 0
0.25 0.933013 0
0.180057 0.847101 0
0.110616 0.698401 0
0.0522642 0.497261 0
0.0135455 0.258464 0
4.95034e-31 2.69484e-15 0
0.0135455 -0.258464 0
0.0522642 -0.497261 0
0.110616 -0.698401 0
0.180057 -0.847101 0
0.25 -0.933013 0
0.309017 -0.951057 0
0.346157 -0.901769 0
0.352244 -0.791154 0
0.32102 -0.630037 0
0.25 -0.433013 0
0.140963 -0.217064 0
-4.32261e-16 5.94957e-16 0
-0.16288 0.20114 0
-0.334565 0.371572 0
-0.5 0.5 0
-0.643582 0.579484 0
-0.750665 0.607877 0
-0.809017 0.587785 0
-0.810094 0.526081 0
-0.75 0.433013 0
-0.630037 0.32102 0
-0.456773 0.203368 0
-0.241628 0.0927525 0
-2.79589e-15 9.08439e-16 0
0.25 -0.0669873 0
0.489074 -0.103956 0
0.698401 -0.110616 0
0.861281 -0.0905243 0
0.964602 -0.0505527 0
